,beam,class,cleaned_text,class_labels
3871,i m fine thank you great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is pete not in mine thank you oh i completely understand that but these new fordable plans have just been approved in your state and everyone,5,i m fine thank you great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is pete not in mine thank you oh i completely understand that but these new fordable plans have just been approved in your state and everyone,dnq
3877,is that you,5,is that you,dnq
3884,afternoon missus jack this is jack grillo this,5,afternoon missus jack this is jack grillo this,dnq
3885,a day,5,a day,dnq
3894,no good great this,5,no good great this,dnq
3897,oh okay,5,oh okay,dnq
3898,just for me amy is wonderful,5,just for me amy is wonderful,dnq
3902,i m fine what s this all about great,5,i m fine what s this all about great,dnq
3906,i m fine thank you this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically,5,i m fine thank you this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically,dnq
3908,i m doing pretty good you,5,i m doing pretty good you,dnq
3910,i am well thank you great,5,i am well thank you great,dnq
3911,i m doing fine ma am and what would you need how great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific because i have every everything i m not interesting ma am you ll remove my name off your list please thank you no more about it,5,i m doing fine ma am and what would you need how great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific because i have every everything i m not interesting ma am you ll remove my name off your list please thank you no more about it,dnq
3912,i m very glad this call is about it what do you mean in such plan which covers a hundred percent of your burial funeral or cremation expenses i sure this hardy covering this would you like to learn more about it no i don t care any more about,5,i m very glad this call is about it what do you mean in such plan which covers a hundred percent of your burial funeral or cremation expenses i sure this hardy covering this would you like to learn more about it no i don t care any more about,dnq
3917,amara,5,amara,dnq
3920,we made when i went in my boy it would take so long to say so this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses hence it is specifically in alone look at you,5,we made when i went in my boy it would take so long to say so this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses hence it is specifically in alone look at you,dnq
3924,five great,5,five great,dnq
3928,okay what is about,5,okay what is about,dnq
3929,i m doin fine eh my great this,5,i m doin fine eh my great this,dnq
3932,i m deified this,5,i m deified this,dnq
3934,in o great,5,in o great,dnq
3937,open,5,open,dnq
3938,fine great this,5,fine great this,dnq
3939,senor citizen but,5,senor citizen but,dnq
3945,ben can you are yes,5,ben can you are yes,dnq
3950,good can you hear hello,5,good can you hear hello,dnq
3954,i this,5,i this,dnq
3956,oh i guess,5,oh i guess,dnq
3958,not at you great,5,not at you great,dnq
3961,this is a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses pense it is specifically designed for the people on fixed income or social security would you like to learn more about it my daughter s been thinking all my chain things i present you can bet i call her to do they,5,this is a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses pense it is specifically designed for the people on fixed income or social security would you like to learn more about it my daughter s been thinking all my chain things i present you can bet i call her to do they,dnq
