audio_tag,actual_english,class,cleaned_text,class_labels
16,i m alright how are you doing,6,i m alright how are you doing,greetback
4,well i m busy,3,well i m busy,busy
10,i m seventy two,10,i m seventy two,other
6,fine  amy,7,fine  amy,greetings
6,i m fine bye,7,i m fine bye,greetings
5,not good don t be calling anymore,4,not good don t be calling anymore,dnc
10,hm who are you,10,hm who are you,other
15,horrible ,12,horrible ,sorry_greeting
10,amy what are you wearing,10,amy what are you wearing,other
16,just fine how about yourself,6,just fine how about yourself,greetback
16,hi amy i m good how are you,6,hi amy i m good how are you,greetback
5,oh same as i was about twenty minutes ago when you called,4,oh same as i was about twenty minutes ago when you called,dnc
2,no thank you no thank you bye,8,no thank you no thank you bye,negative
16,just fine how are you doing,6,just fine how are you doing,greetback
6,i m great ,7,i m great ,greetings
15,thank you for calling not too well,12,thank you for calling not too well,sorry_greeting
6,mam doing great ,7,mam doing great ,greetings
15,i m not too  good,12,i m not too  good,sorry_greeting
5,this is a business line,4,this is a business line,dnc
10,is this gonna cost me naything,10,is this gonna cost me naything,other
15,i ve been sick how can i help you,12,i ve been sick how can i help you,sorry_greeting
5,hello welcome to domino s can i help you,4,hello welcome to domino s can i help you,dnc
6,i m doing fine thank you,7,i m doing fine thank you,greetings
6,oh i m fine ,7,oh i m fine ,greetings
6,i m fine what s this all about,7,i m fine what s this all about,greetings
10,this is who,10,this is who,other
10,hello ,10,hello ,other
10,i got me simple you got any,10,i got me simple you got any,other
8,okay you called me before i don t need anything from you all,9,okay you called me before i don t need anything from you all,not_intrested
1,sure ,11,sure ,positive
15,i m on my deathbed,12,i m on my deathbed,sorry_greeting
5,amy  you got a bad memory don t you understand we talked yesterday,4,amy  you got a bad memory don t you understand we talked yesterday,dnc
16,pretty good amy how about you,6,pretty good amy how about you,greetback
16,i m alright how are you,6,i m alright how are you,greetback
10,ah you meant to be a ten percent call and i m fine and thank you for that okay,10,ah you meant to be a ten percent call and i m fine and thank you for that okay,other
4,oh i m really really busy i hope you will i d leave you out for the telephone now have a nice day yooung lady bye bye sorry,3,oh i m really really busy i hope you will i d leave you out for the telephone now have a nice day yooung lady bye bye sorry,busy
6, i am good,7, i am good,greetings
8,i don t want talk about it,9,i don t want talk about it,not_intrested
2,whats this about  theres no senior citizen here ,8,whats this about  theres no senior citizen here ,negative
6,hello i m doing pretty good yeah i hear you ,7,hello i m doing pretty good yeah i hear you ,greetings
15,hi amy hi hi not too good amy hi,12,hi amy hi hi not too good amy hi,sorry_greeting
5,i m all sick and tired of hearing you call me please dont call me back,4,i m all sick and tired of hearing you call me please dont call me back,dnc
16,just fine amy how about yourself,6,just fine amy how about yourself,greetback
6,very good,7,very good,greetings
5,i d like to speak to a representative,4,i d like to speak to a representative,dnc
16,i m doing fine how you doing,6,i m doing fine how you doing,greetback
1,mostly,11,mostly,positive
16,i m fine hope you re the same,6,i m fine hope you re the same,greetback
2,i m not capable i m handicapped ,8,i m not capable i m handicapped ,negative
15,not good at all,12,not good at all,sorry_greeting
9,no hablo inglis,13,no hablo inglis,spanish
10,i don t care,10,i don t care,other
10,how can i help you,10,how can i help you,other
6,i am fine where did you say you re from,7,i am fine where did you say you re from,greetings
8,good enough to tell you that i dont wanna hear what you got to sell,9,good enough to tell you that i dont wanna hear what you got to sell,not_intrested
5,quit calling me,4,quit calling me,dnc
6,good how can i help you,7,good how can i help you,greetings
6,yeah i m doing great,7,yeah i m doing great,greetings
15,bad,12,bad,sorry_greeting
16,i m doing good how about you,6,i m doing good how about you,greetback
13,hello i m good i have that already i have that already i have that already,0,hello i m good i have that already i have that already i have that already,already_insured
10,mam don t worry about how i am doing just tell me what do you want,10,mam don t worry about how i am doing just tell me what do you want,other
5,yeah baby what you want baby,4,yeah baby what you want baby,dnc
2,i m not old enough for senior citizen care how did you get my number,8,i m not old enough for senior citizen care how did you get my number,negative
16,how you doing ,6,how you doing ,greetback
6,i m doing okay,7,i m doing okay,greetings
16,i m good amy how are you,6,i m good amy how are you,greetback
5,i m fine do not call again,4,i m fine do not call again,dnc
1,hello okay yeah ,11,hello okay yeah ,positive
16,how are you doing today just fine,6,how are you doing today just fine,greetback
6, am doing god amy what can i do for you,7, am doing god amy what can i do for you,greetings
16,amy i m doing wonderful how are you doing today,6,amy i m doing wonderful how are you doing today,greetback
15,uh bad yesterday,12,uh bad yesterday,sorry_greeting
8,i m doing fine amy but i don t need anything thank you,9,i m doing fine amy but i don t need anything thank you,not_intrested
6,hello,7,hello,greetings
5,please take me off your call list,4,please take me off your call list,dnc
16,how are you doing senior citizen care,6,how are you doing senior citizen care,greetback
16,how are you ,6,how are you ,greetback
6,so far so good,7,so far so good,greetings
6,doing alright today,7,doing alright today,greetings
10,goodbye amy,10,goodbye amy,other
3,ans machine,1,ans machine,answering_machine
6,i am doing well how can i help you ,7,i am doing well how can i help you ,greetings
5,remove me from the list,4,remove me from the list,dnc
6,feel better,7,feel better,greetings
6,oh okay,7,oh okay,greetings
3,answering machine,1,answering machine,answering_machine
6,ah boy i m great,7,ah boy i m great,greetings
4,can you call me a little bit later i m at a hospital right now,3,can you call me a little bit later i m at a hospital right now,busy
15,i m not too good,12,i m not too good,sorry_greeting
10,why do you care,10,why do you care,other
10,never mind,10,never mind,other
6,i m good good as i was yesterday when we spoke,7,i m good good as i was yesterday when we spoke,greetings
4,going work,3,going work,busy
5,will yoou shut the fuck and mumbling,4,will yoou shut the fuck and mumbling,dnc
6,ahh just great,7,ahh just great,greetings
8,i don t buy anything over the phonr,9,i don t buy anything over the phonr,not_intrested
10,now right yeah,10,now right yeah,other
4,busy,3,busy,busy
14,are you a robot,2,are you a robot,bot
16,good andd you,6,good andd you,greetback
10,what am sorry,10,what am sorry,other
10,no answer,10,no answer,other
10,i m dealing with that mikey,10,i m dealing with that mikey,other
5,take me off your list,4,take me off your list,dnc
3,you have reached a non working number ,1,you have reached a non working number ,answering_machine
6,oh god i m fine,7,oh god i m fine,greetings
16,good yourself,6,good yourself,greetback
5,amy are you supposed to call a business this is never construction,4,amy are you supposed to call a business this is never construction,dnc
15,not doing well today,12,not doing well today,sorry_greeting
10,it,10,it,other
10,mumbling ,10,mumbling ,other
2,no are you capable enough of making your own financial decisions,8,no are you capable enough of making your own financial decisions,negative
6,ohh pretty fair for an old lady,7,ohh pretty fair for an old lady,greetings
16,i m doing well how about yourself,6,i m doing well how about yourself,greetback
6,hi im okay mumble too many people order your i don t have a mumbling,7,hi im okay mumble too many people order your i don t have a mumbling,greetings
6,fine what are you selling,7,fine what are you selling,greetings
10,ah ah,10,ah ah,other
15,i m doing fine mam and too bad,12,i m doing fine mam and too bad,sorry_greeting
8,i m fine and i don t need it,9,i m fine and i don t need it,not_intrested
14,hello is this a recording ,2,hello is this a recording ,bot
2,nope i have a power of attorney,8,nope i have a power of attorney,negative
6,i was doing fine,7,i was doing fine,greetings
5,i m doing great  it is a company phone ,4,i m doing great  it is a company phone ,dnc
7,i m just seven years old,5,i m just seven years old,dnq
4,i m with a nurse right now ,3,i m with a nurse right now ,busy
6,good thank you,7,good thank you,greetings
9,are you speaking spanish,13,are you speaking spanish,spanish
15,really bad,12,really bad,sorry_greeting
16,i m okay are you,6,i m okay are you,greetback
6,i m hunky dory,7,i m hunky dory,greetings
6,well i m okay,7,well i m okay,greetings
6,well i m not real good but okay i guess,7,well i m not real good but okay i guess,greetings
16,i m doing fine fine do you calling me so what s up,6,i m doing fine fine do you calling me so what s up,greetback
10,ah who s this,10,ah who s this,other
6,i m doing good,7,i m doing good,greetings
5,quit calling dumb ass why you calling dumb ass,4,quit calling dumb ass why you calling dumb ass,dnc
